1j20qq1JyX4,902,0.036,0.098,0.550,0.979,1,0.016
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,4,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,5,0.011
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,6,0.019
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,7,0.026
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,7,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,8,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,9,0.014
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,9,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,10,0.015
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,10,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,11,0.009
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,11,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,12,0.943
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,12,0.987
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,13,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,14,0.049
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,14,0.008
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,15,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,16,0.008
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,17,0.561
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,17,0.153
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,18,0.019
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,18,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,19,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,20,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,21,0.008
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,22,0.011
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,22,0.002
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,23,0.006
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,24,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,25,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,26,0.006
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,26,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,27,0.011
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,27,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,28,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,29,0.009
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,29,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,30,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,31,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,32,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,33,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,34,0.012
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,34,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,35,0.007
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,36,0.023
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,37,0.010
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,37,0.009
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,38,0.007
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,39,0.011
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,39,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,40,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,42,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,43,0.030
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,43,0.009
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,44,0.006
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,45,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,47,0.031
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,47,0.002
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,48,0.011
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,48,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,49,0.007
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,49,0.002
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,52,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,53,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,54,0.045
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,54,0.031
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,55,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,56,0.008
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,56,0.002
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,57,0.010
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,57,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,58,0.060
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,58,0.008
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,59,0.019
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,59,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,60,0.006
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,61,0.029
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,61,0.023
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,63,0.011
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,63,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,64,0.016
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,64,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,65,0.051
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,65,0.007
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,66,0.009
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,66,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,67,0.013
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,67,0.016
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,68,0.007
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,68,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,69,0.082
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,69,0.058
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,70,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,71,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,73,0.004
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,74,0.752
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,74,0.819
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,75,0.003
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,76,0.005
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,77,0.028
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,77,0.011
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,78,0.046
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,78,0.011
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,79,0.394
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,79,0.255
1j20qq1JyX4,902,0.036,0.098,0.550,0.979,80,0.395
1j20qq1JyX4,902,0.443,0.040,0.990,0.989,80,0.644
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,1,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,5,0.005
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,6,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,7,0.009
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,8,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,9,0.008
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,10,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,12,0.996
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,14,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,15,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,16,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,17,0.202
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,18,0.009
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,19,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,21,0.002
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,22,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,23,0.002
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,26,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,27,0.002
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,29,0.008
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,33,0.002
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,34,0.011
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,35,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,36,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,37,0.007
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,39,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,42,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,43,0.045
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,44,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,47,0.005
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,48,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,49,0.005
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,54,0.031
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,57,0.012
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,58,0.013
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,59,0.014
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,60,0.002
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,61,0.015
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,63,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,64,0.007
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,65,0.008
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,66,0.008
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,67,0.008
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,68,0.004
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,69,0.138
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,70,0.005
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,71,0.002
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,72,0.002
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,74,0.135
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,76,0.003
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,77,0.025
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,78,0.008
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,79,0.947
1j20qq1JyX4,903,0.046,0.071,0.941,0.967,80,0.311
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,1,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,5,0.008
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,6,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,7,0.019
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,8,0.005
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,9,0.027
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,10,0.007
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,11,0.002
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,12,0.984
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,13,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,14,0.009
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,15,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,16,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,17,0.104
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,18,0.010
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,22,0.005
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,25,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,26,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,29,0.009
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,30,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,33,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,34,0.022
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,35,0.006
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,36,0.005
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,37,0.008
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,38,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,39,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,43,0.054
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,44,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,45,0.002
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,46,0.002
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,47,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,48,0.002
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,49,0.006
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,53,0.002
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,54,0.015
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,57,0.006
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,58,0.023
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,59,0.018
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,61,0.023
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,63,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,64,0.016
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,65,0.005
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,66,0.008
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,67,0.012
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,68,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,69,0.208
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,70,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,71,0.004
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,73,0.003
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,74,0.122
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,76,0.005
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,77,0.017
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,78,0.006
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,79,0.916
1j20qq1JyX4,904,0.043,0.052,0.953,0.974,80,0.342
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,1,0.003
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,3,0.005
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,9,0.005
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,11,0.367
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,12,0.702
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,14,0.008
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,17,0.060
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,18,0.003
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,29,0.005
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,37,0.002
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,43,0.002
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,49,0.004
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,54,0.011
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,59,0.012
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,61,0.007
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,64,0.003
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,65,0.003
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,66,0.004
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,67,0.006
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,68,0.004
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,69,0.014
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,74,0.836
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,77,0.003
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,78,0.004
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,79,0.044
1j20qq1JyX4,905,0.205,0.021,0.988,0.976,80,0.860
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,1,0.002
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,3,0.005
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,6,0.003
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,9,0.002
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,10,0.002
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,11,0.380
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,12,0.591
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,14,0.023
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,17,0.076
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,18,0.002
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,29,0.004
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,37,0.005
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,48,0.002
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,49,0.010
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,51,0.002
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,54,0.010
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,59,0.008
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,61,0.012
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,64,0.003
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,65,0.004
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,66,0.003
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,67,0.006
1j20qq1JyX4,906,0.202,0.027,0.986,0.977,68,0.004
